name,LowerSens,UpperSens,MeanSens,LowerSpec,UpperSpec,MeanSpec,Algs
optimisticCATT_wb+CTC+CATT_4_Dilution,0.428153639836431,0.769992247007969,0.584302321402675,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+CTC+MaECT+CATT_4_Dilution,0.430111935628967,0.76999938751363,0.584838836244018,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+CTC+MaECT_bc+CATT_4_Dilution,0.430740981225115,0.769999294477725,0.584936511247643,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+CTC+QBC+CATT_4_Dilution,0.430111935628967,0.76999938751363,0.584838836244018,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT+CATT_4_Dilution,0.429376481954235,0.769998259981902,0.584640259473254,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+MaECT+MaECT_bc+CATT_4_Dilution,0.430852259857835,0.769999841658353,0.584967263612066,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT+QBC+CATT_4_Dilution,0.430493462369721,0.76999986253857,0.584916899938322,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+MaECT_bc+CATT_4_Dilution,0.430526473903319,0.769997995675356,0.584858284034918,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+MaECT_bc+QBC+CATT_4_Dilution,0.430852259857835,0.769999841658353,0.584967263612066,0.999767400787646,0.999830644050421,0.999799016087214,ITM
optimisticCATT_wb+QBC+CATT_4_Dilution,0.429376481954235,0.769998259981902,0.584640259473254,0.999767432940516,0.999830697080458,0.999799058676578,ITM
optimisticCATT_wb+CTC+CATT_8_Dilution,0.422619050629492,0.765019289968102,0.578569223363789,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+CTC+MaECT+CATT_8_Dilution,0.428385143796402,0.76960652390748,0.583514490597035,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+CTC+MaECT_bc+CATT_8_Dilution,0.430237333607284,0.769546755387097,0.584414799326105,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+CTC+QBC+CATT_8_Dilution,0.428385143796402,0.76960652390748,0.583514490597035,0.999864143461861,0.999864221290468,0.999864182376164,ITM
optimisticCATT_wb+MaECT+CATT_8_Dilution,0.426219641309692,0.768882170191705,0.581684130796954,0.999864207550352,0.999864285404652,0.999864246477502,ITM
optimisticCATT_wb+MaECT+MaECT_bc+CATT_8_Dilution,0.430564987359182,0.769898277487445,0.584698255902523,0.999864143461861,0.999864221290468,0.999864182376164,ITM
